,state,lat,long,id,week,population,confirmed,death,prop_vaccinated,prevalence,log_prevalence,prev_day_total,new_cases,incidence,log_incidence,prev_day_actual,covid_status
1,New York,40.58582155,-74.14808598,ID1946,2020-01-20,476143,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
2,New York,40.6361825,-73.94935552,ID1926,2020-01-20,2559903,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
3,New York,40.71088124,-73.81684712,ID1944,2020-01-20,2253858,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
4,New York,40.74066522,-73.58941873,ID1932,2020-01-20,1356924,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
5,New York,40.7672726,-73.97152637,ID1933,2020-01-20,1628706,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
6,New York,40.85209301,-73.86282755,ID1905,2020-01-20,1418207,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
7,New York,40.88320119,-72.8012172,ID1955,2020-01-20,1476601,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
8,New York,41.15027894,-74.02560498,ID1947,2020-01-20,325789,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
9,New York,41.16278376,-73.75741653,ID1964,2020-01-20,967506,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
10,New York,41.40337468,-74.30240757,ID1938,2020-01-20,384940,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
11,New York,41.42630093,-73.74965532,ID1943,2020-01-20,98320,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
12,New York,41.71579493,-74.76394559,ID1956,2020-01-20,75432,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
13,New York,41.7648606,-73.74356679,ID1916,2020-01-20,294218,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
14,New York,41.89027881,-74.26252104,ID1959,2020-01-20,177573,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
15,New York,42.13891056,-76.7638805,ID1910,2020-01-20,83456,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
16,New York,42.15903158,-75.81326086,ID1906,2020-01-20,190488,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
17,New York,42.16852837,-76.30835812,ID1957,2020-01-20,48203,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
18,New York,42.19837623,-74.96709306,ID1915,2020-01-20,44135,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
19,New York,42.2276921,-79.36691763,ID1909,2020-01-20,126903,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
20,New York,42.24778241,-78.67923096,ID1907,2020-01-20,76117,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
21,New York,42.24819348,-73.63089095,ID1913,2020-01-20,59461,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
22,New York,42.25748406,-78.02750466,ID1904,2020-01-20,46091,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
23,New York,42.2689144,-77.3829924,ID1954,2020-01-20,95379,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
24,New York,42.275797,-74.12384884,ID1922,2020-01-20,47188,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
25,New York,42.39184015,-76.8773299,ID1951,2020-01-20,17807,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
26,New York,42.44945765,-76.47229843,ID1958,2020-01-20,102180,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
27,New York,42.49430041,-75.60887553,ID1911,2020-01-20,47207,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
28,New York,42.58831742,-74.4433903,ID1950,2020-01-20,30999,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
29,New York,42.59509207,-76.07048931,ID1914,2020-01-20,47581,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
30,New York,42.60060306,-73.97723916,ID1903,2020-01-20,305506,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
31,New York,42.63492579,-75.03151402,ID1941,2020-01-20,59493,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
32,New York,42.63505484,-77.10369919,ID1966,2020-01-20,24913,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
33,New York,42.70145109,-78.22199579,ID1965,2020-01-20,39859,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
34,New York,42.71348136,-73.51089874,ID1945,2020-01-20,158714,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
35,New York,42.72596275,-77.77966158,ID1928,2020-01-20,62914,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
36,New York,42.76249024,-78.73063652,ID1917,2020-01-20,918702,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
37,New York,42.78081007,-76.82497064,ID1952,2020-01-20,34016,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
38,New York,42.81668777,-74.05278291,ID1949,2020-01-20,155299,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
39,New York,42.85145728,-77.30874425,ID1937,2020-01-20,109777,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
40,New York,42.90123494,-74.44011632,ID1931,2020-01-20,49221,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
41,New York,42.91261714,-76.55731592,ID1908,2020-01-20,76576,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
42,New York,42.91653905,-75.67266639,ID1929,2020-01-20,70941,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
43,New York,43.0022601,-78.19135193,ID1921,2020-01-20,57280,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
44,New York,43.00491923,-76.19971155,ID1936,2020-01-20,460528,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
45,New York,43.10904162,-73.86653895,ID1948,2020-01-20,229863,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
46,New York,43.11363907,-74.41798804,ID1920,2020-01-20,53383,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
47,New York,43.14638895,-77.69322942,ID1930,2020-01-20,741770,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
48,New York,43.15494365,-77.02976528,ID1963,2020-01-20,89918,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
49,New York,43.19898042,-78.74777412,ID1934,2020-01-20,209281,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
50,New York,43.24375382,-75.43710392,ID1935,2020-01-20,228671,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
51,New York,43.2516977,-78.2320066,ID1939,2020-01-20,40352,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
52,New York,43.31153794,-73.43043448,ID1962,2020-01-20,61204,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
53,New York,43.42034246,-74.96145307,ID1924,2020-01-20,61319,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
54,New York,43.42778894,-76.14635194,ID1940,2020-01-20,117124,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
55,New York,43.56173026,-73.8433699,ID1961,2020-01-20,63944,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
56,New York,43.66146647,-74.49721957,ID1923,2020-01-20,4416,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
57,New York,43.7844157,-75.44903992,ID1927,2020-01-20,26296,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
58,New York,44.04200959,-75.94653457,ID1925,2020-01-20,109834,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
59,New York,44.11630765,-73.77297842,ID1918,2020-01-20,36885,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
60,New York,44.4976179,-75.06550039,ID1953,2020-01-20,107740,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
61,New York,44.59040891,-74.29926032,ID1919,2020-01-20,50022,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
62,New York,44.74530905,-73.67875352,ID1912,2020-01-20,80485,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
63,New York,40.58582155,-74.14808598,ID1946,2020-01-27,476143,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
64,New York,40.6361825,-73.94935552,ID1926,2020-01-27,2559903,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
65,New York,40.71088124,-73.81684712,ID1944,2020-01-27,2253858,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
66,New York,40.74066522,-73.58941873,ID1932,2020-01-27,1356924,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
67,New York,40.7672726,-73.97152637,ID1933,2020-01-27,1628706,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
68,New York,40.85209301,-73.86282755,ID1905,2020-01-27,1418207,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
69,New York,40.88320119,-72.8012172,ID1955,2020-01-27,1476601,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
70,New York,41.15027894,-74.02560498,ID1947,2020-01-27,325789,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
71,New York,41.16278376,-73.75741653,ID1964,2020-01-27,967506,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
72,New York,41.40337468,-74.30240757,ID1938,2020-01-27,384940,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
73,New York,41.42630093,-73.74965532,ID1943,2020-01-27,98320,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
74,New York,41.71579493,-74.76394559,ID1956,2020-01-27,75432,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
75,New York,41.7648606,-73.74356679,ID1916,2020-01-27,294218,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
76,New York,41.89027881,-74.26252104,ID1959,2020-01-27,177573,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
77,New York,42.13891056,-76.7638805,ID1910,2020-01-27,83456,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
78,New York,42.15903158,-75.81326086,ID1906,2020-01-27,190488,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
79,New York,42.16852837,-76.30835812,ID1957,2020-01-27,48203,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
80,New York,42.19837623,-74.96709306,ID1915,2020-01-27,44135,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
81,New York,42.2276921,-79.36691763,ID1909,2020-01-27,126903,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
82,New York,42.24778241,-78.67923096,ID1907,2020-01-27,76117,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
83,New York,42.24819348,-73.63089095,ID1913,2020-01-27,59461,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
84,New York,42.25748406,-78.02750466,ID1904,2020-01-27,46091,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
85,New York,42.2689144,-77.3829924,ID1954,2020-01-27,95379,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
86,New York,42.275797,-74.12384884,ID1922,2020-01-27,47188,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
87,New York,42.39184015,-76.8773299,ID1951,2020-01-27,17807,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
88,New York,42.44945765,-76.47229843,ID1958,2020-01-27,102180,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
89,New York,42.49430041,-75.60887553,ID1911,2020-01-27,47207,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
90,New York,42.58831742,-74.4433903,ID1950,2020-01-27,30999,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
91,New York,42.59509207,-76.07048931,ID1914,2020-01-27,47581,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
92,New York,42.60060306,-73.97723916,ID1903,2020-01-27,305506,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
93,New York,42.63492579,-75.03151402,ID1941,2020-01-27,59493,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
94,New York,42.63505484,-77.10369919,ID1966,2020-01-27,24913,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
95,New York,42.70145109,-78.22199579,ID1965,2020-01-27,39859,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
96,New York,42.71348136,-73.51089874,ID1945,2020-01-27,158714,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
97,New York,42.72596275,-77.77966158,ID1928,2020-01-27,62914,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
98,New York,42.76249024,-78.73063652,ID1917,2020-01-27,918702,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
99,New York,42.78081007,-76.82497064,ID1952,2020-01-27,34016,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
100,New York,42.81668777,-74.05278291,ID1949,2020-01-27,155299,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
101,New York,42.85145728,-77.30874425,ID1937,2020-01-27,109777,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
102,New York,42.90123494,-74.44011632,ID1931,2020-01-27,49221,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
103,New York,42.91261714,-76.55731592,ID1908,2020-01-27,76576,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
104,New York,42.91653905,-75.67266639,ID1929,2020-01-27,70941,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
105,New York,43.0022601,-78.19135193,ID1921,2020-01-27,57280,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
106,New York,43.00491923,-76.19971155,ID1936,2020-01-27,460528,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
107,New York,43.10904162,-73.86653895,ID1948,2020-01-27,229863,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
108,New York,43.11363907,-74.41798804,ID1920,2020-01-27,53383,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
109,New York,43.14638895,-77.69322942,ID1930,2020-01-27,741770,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
110,New York,43.15494365,-77.02976528,ID1963,2020-01-27,89918,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
111,New York,43.19898042,-78.74777412,ID1934,2020-01-27,209281,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
112,New York,43.24375382,-75.43710392,ID1935,2020-01-27,228671,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
113,New York,43.2516977,-78.2320066,ID1939,2020-01-27,40352,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
114,New York,43.31153794,-73.43043448,ID1962,2020-01-27,61204,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
115,New York,43.42034246,-74.96145307,ID1924,2020-01-27,61319,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
116,New York,43.42778894,-76.14635194,ID1940,2020-01-27,117124,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
117,New York,43.56173026,-73.8433699,ID1961,2020-01-27,63944,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
118,New York,43.66146647,-74.49721957,ID1923,2020-01-27,4416,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
119,New York,43.7844157,-75.44903992,ID1927,2020-01-27,26296,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
120,New York,44.04200959,-75.94653457,ID1925,2020-01-27,109834,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
121,New York,44.11630765,-73.77297842,ID1918,2020-01-27,36885,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
122,New York,44.4976179,-75.06550039,ID1953,2020-01-27,107740,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
123,New York,44.59040891,-74.29926032,ID1919,2020-01-27,50022,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
124,New York,44.74530905,-73.67875352,ID1912,2020-01-27,80485,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
125,New York,40.58582155,-74.14808598,ID1946,2020-02-03,476143,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
126,New York,40.6361825,-73.94935552,ID1926,2020-02-03,2559903,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
127,New York,40.71088124,-73.81684712,ID1944,2020-02-03,2253858,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
128,New York,40.74066522,-73.58941873,ID1932,2020-02-03,1356924,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
129,New York,40.7672726,-73.97152637,ID1933,2020-02-03,1628706,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
130,New York,40.85209301,-73.86282755,ID1905,2020-02-03,1418207,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
131,New York,40.88320119,-72.8012172,ID1955,2020-02-03,1476601,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
132,New York,41.15027894,-74.02560498,ID1947,2020-02-03,325789,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
133,New York,41.16278376,-73.75741653,ID1964,2020-02-03,967506,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
134,New York,41.40337468,-74.30240757,ID1938,2020-02-03,384940,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
135,New York,41.42630093,-73.74965532,ID1943,2020-02-03,98320,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
136,New York,41.71579493,-74.76394559,ID1956,2020-02-03,75432,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
137,New York,41.7648606,-73.74356679,ID1916,2020-02-03,294218,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
138,New York,41.89027881,-74.26252104,ID1959,2020-02-03,177573,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
139,New York,42.13891056,-76.7638805,ID1910,2020-02-03,83456,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
140,New York,42.15903158,-75.81326086,ID1906,2020-02-03,190488,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
141,New York,42.16852837,-76.30835812,ID1957,2020-02-03,48203,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
142,New York,42.19837623,-74.96709306,ID1915,2020-02-03,44135,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
143,New York,42.2276921,-79.36691763,ID1909,2020-02-03,126903,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
144,New York,42.24778241,-78.67923096,ID1907,2020-02-03,76117,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
145,New York,42.24819348,-73.63089095,ID1913,2020-02-03,59461,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
146,New York,42.25748406,-78.02750466,ID1904,2020-02-03,46091,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
147,New York,42.2689144,-77.3829924,ID1954,2020-02-03,95379,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
148,New York,42.275797,-74.12384884,ID1922,2020-02-03,47188,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
149,New York,42.39184015,-76.8773299,ID1951,2020-02-03,17807,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
150,New York,42.44945765,-76.47229843,ID1958,2020-02-03,102180,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
151,New York,42.49430041,-75.60887553,ID1911,2020-02-03,47207,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
152,New York,42.58831742,-74.4433903,ID1950,2020-02-03,30999,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
153,New York,42.59509207,-76.07048931,ID1914,2020-02-03,47581,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
154,New York,42.60060306,-73.97723916,ID1903,2020-02-03,305506,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
155,New York,42.63492579,-75.03151402,ID1941,2020-02-03,59493,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
156,New York,42.63505484,-77.10369919,ID1966,2020-02-03,24913,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
157,New York,42.70145109,-78.22199579,ID1965,2020-02-03,39859,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
158,New York,42.71348136,-73.51089874,ID1945,2020-02-03,158714,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
159,New York,42.72596275,-77.77966158,ID1928,2020-02-03,62914,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
160,New York,42.76249024,-78.73063652,ID1917,2020-02-03,918702,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
161,New York,42.78081007,-76.82497064,ID1952,2020-02-03,34016,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
162,New York,42.81668777,-74.05278291,ID1949,2020-02-03,155299,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
163,New York,42.85145728,-77.30874425,ID1937,2020-02-03,109777,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
164,New York,42.90123494,-74.44011632,ID1931,2020-02-03,49221,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
165,New York,42.91261714,-76.55731592,ID1908,2020-02-03,76576,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
166,New York,42.91653905,-75.67266639,ID1929,2020-02-03,70941,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
167,New York,43.0022601,-78.19135193,ID1921,2020-02-03,57280,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
168,New York,43.00491923,-76.19971155,ID1936,2020-02-03,460528,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
169,New York,43.10904162,-73.86653895,ID1948,2020-02-03,229863,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
170,New York,43.11363907,-74.41798804,ID1920,2020-02-03,53383,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
171,New York,43.14638895,-77.69322942,ID1930,2020-02-03,741770,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
172,New York,43.15494365,-77.02976528,ID1963,2020-02-03,89918,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
173,New York,43.19898042,-78.74777412,ID1934,2020-02-03,209281,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
174,New York,43.24375382,-75.43710392,ID1935,2020-02-03,228671,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
175,New York,43.2516977,-78.2320066,ID1939,2020-02-03,40352,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
176,New York,43.31153794,-73.43043448,ID1962,2020-02-03,61204,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
177,New York,43.42034246,-74.96145307,ID1924,2020-02-03,61319,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
178,New York,43.42778894,-76.14635194,ID1940,2020-02-03,117124,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
179,New York,43.56173026,-73.8433699,ID1961,2020-02-03,63944,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
180,New York,43.66146647,-74.49721957,ID1923,2020-02-03,4416,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
181,New York,43.7844157,-75.44903992,ID1927,2020-02-03,26296,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
182,New York,44.04200959,-75.94653457,ID1925,2020-02-03,109834,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
183,New York,44.11630765,-73.77297842,ID1918,2020-02-03,36885,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
184,New York,44.4976179,-75.06550039,ID1953,2020-02-03,107740,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
185,New York,44.59040891,-74.29926032,ID1919,2020-02-03,50022,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
186,New York,44.74530905,-73.67875352,ID1912,2020-02-03,80485,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
187,New York,40.58582155,-74.14808598,ID1946,2020-02-10,476143,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
188,New York,40.6361825,-73.94935552,ID1926,2020-02-10,2559903,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
189,New York,40.71088124,-73.81684712,ID1944,2020-02-10,2253858,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
190,New York,40.74066522,-73.58941873,ID1932,2020-02-10,1356924,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
191,New York,40.7672726,-73.97152637,ID1933,2020-02-10,1628706,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
192,New York,40.85209301,-73.86282755,ID1905,2020-02-10,1418207,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
193,New York,40.88320119,-72.8012172,ID1955,2020-02-10,1476601,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
194,New York,41.15027894,-74.02560498,ID1947,2020-02-10,325789,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
195,New York,41.16278376,-73.75741653,ID1964,2020-02-10,967506,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
196,New York,41.40337468,-74.30240757,ID1938,2020-02-10,384940,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
197,New York,41.42630093,-73.74965532,ID1943,2020-02-10,98320,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
198,New York,41.71579493,-74.76394559,ID1956,2020-02-10,75432,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
199,New York,41.7648606,-73.74356679,ID1916,2020-02-10,294218,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
200,New York,41.89027881,-74.26252104,ID1959,2020-02-10,177573,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
201,New York,42.13891056,-76.7638805,ID1910,2020-02-10,83456,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
202,New York,42.15903158,-75.81326086,ID1906,2020-02-10,190488,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
203,New York,42.16852837,-76.30835812,ID1957,2020-02-10,48203,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
204,New York,42.19837623,-74.96709306,ID1915,2020-02-10,44135,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
205,New York,42.2276921,-79.36691763,ID1909,2020-02-10,126903,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
206,New York,42.24778241,-78.67923096,ID1907,2020-02-10,76117,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
207,New York,42.24819348,-73.63089095,ID1913,2020-02-10,59461,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
208,New York,42.25748406,-78.02750466,ID1904,2020-02-10,46091,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
209,New York,42.2689144,-77.3829924,ID1954,2020-02-10,95379,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
210,New York,42.275797,-74.12384884,ID1922,2020-02-10,47188,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
211,New York,42.39184015,-76.8773299,ID1951,2020-02-10,17807,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
212,New York,42.44945765,-76.47229843,ID1958,2020-02-10,102180,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
213,New York,42.49430041,-75.60887553,ID1911,2020-02-10,47207,0,0,0,0,-2.302585093,0,0,0,-2.302585093,0,0
